# clusterName       ra        dec       l         b         r50     nbstars pmra      pmdec     par     d05       d16       dmode     d84       d95       Rgc       distance_Kharchenko logt_Kharchenko rc_Kharchenko rt_Kharchenko FeH_Kharchenko	FeH_synth
  Berkeley_29       103.268   16.93     197.947   7.982     0.014   15     0.151     -1.01     0.023   13334.0   15137.2   19244.6   26858.3   35073.1   27114.4   10797.0       9.1           3.49          45.53         -0.31        	-0.35
  Berkeley_2        6.319     60.392    119.703   -2.316    0.027   93     -1.101    -0.304    0.117   6406.0    6568.0    6831.4    7104.8    7307.4    13136.3   5499.0        8.98          1.75          20.1          ""           	-0.35
  Berkeley_30       104.438   3.229     210.775   2.875     0.024   105    -0.252    -0.33     0.164   4943.8    5041.8    5192.5    5358.2    5478.8    13067.9   4983.0        8.495         2.72          23.22         ""           	-0.35
  Berkeley_31       104.406   8.285     206.24    5.134     0.031   130    0.169     -0.926    0.141   5521.3    5664.6    5900.6    6145.1    6322.1    13857.1   6242.0        9.3           5.44          23.07         -0.4         	-0.35
  Berkeley_32       104.53    6.433     207.955   4.409     0.063   413    -0.335    -1.608    0.28    3187.7    3208.5    3237.2    3268.5    3289.3    11292.8   4996.0        9.45          2.71          18.28         -0.29        	-0.27044
  Berkeley_33       104.456   -13.227   225.448   -4.6      0.032   148    -0.73     1.551     0.144   5551.9    5651.6    5793.0    5942.7    6042.4    13056.4   4785.0        9.04          1.68          14.28         -0.26        	-0.35
  Berkeley_34       105.097   -0.239    214.165   1.882     0.024   37     -1.336    0.175     0.097   6566.5    7057.0    7915.3    9018.9    9918.1    15534.6   7279.0        9.45          7.52          20.24         ""           	-0.35
  Berkeley_35       107.491   2.734     212.606   5.367     0.039   103    -0.58     -0.235    0.16    5067.0    5152.6    5281.1    5423.9    5523.9    13079.9   5012.0        9.065         1.94          17.82         ""           	-0.35
  Berkeley_36       109.105   -13.196   227.496   -0.563    0.046   177    -1.725    0.86      0.206   4111.5    4168.3    4253.5    4344.4    4406.9    11643.9   5041.0        9.4           4.34          23.5          ""           	-0.30993875
  Berkeley_37       110.075   -1.002    217.132   5.958     0.04    124    -1.113    0.682     0.197   4284.2    4339.7    4423.1    4511.0    4571.2    12141.2   4815.0        8.8           2.83          15.23         -0.38        	-0.35
  Berkeley_39       116.702   -4.665    223.532   10.087    0.055   543    -1.73     -1.645    0.201   4257.4    4296.5    4357.3    4418.2    4461.7    11825.3   4836.0        9.5           8.23          19.81         -0.26        	-0.33034625
  Berkeley_43       288.872   11.265    45.682    -0.135    0.048   219    -1.035    -3.504    0.186   4476.2    4545.3    4658.5    4771.7    4853.4    6080.3    1355.0        8.785         0.4           6.53          0.0          	0.1
  Berkeley_44       289.313   19.55     53.218    3.343     0.05    209    0.007     -2.834    0.303   2957.6    2980.1    3016.0    3049.7    3076.6    6967.8    1978.0        9.15          1.24          12.55         ""           	0.1
  Berkeley_45       289.778   15.716    50.029    1.164     0.019   106    -1.336    -4.534    0.225   3797.9    3854.0    3945.0    4036.1    4099.2    6546.0    2360.0        8.86          0.38          9.01          ""           	0.1
  Berkeley_47       292.127   17.362    52.545    -0.041    0.029   61     -1.894    -5.444    0.402   2276.4    2294.8    2323.0    2349.8    2369.5    7168.6    1462.0        7.97          0.72          6.75          ""           	0.1
  Berkeley_49       299.872   34.643    70.979    2.578     0.019   90     -2.995    -6.095    0.286   3099.6    3130.8    3175.0    3221.8    3255.5    7897.6    2296.0        8.46          0.62          7.22          ""           	0.1
  Berkeley_4        11.291    64.391    122.254   1.528     0.033   63     -2.421    -0.236    0.296   3013.5    3038.2    3077.9    3120.0    3149.8    10315.6   3300.0        7.3           1.76          17.16         ""           	-0.160505
  Berkeley_51       302.972   34.402    72.146    0.293     0.02    102    -3.066    -4.918    0.167   4817.7    4928.5    5098.4    5283.0    5408.5    8335.2    3292.0        8.255         0.9           15.22         ""           	0.06229
  Berkeley_52       303.621   28.947    67.897    -3.174    0.028   66     -4.292    -5.679    0.147   5167.7    5359.9    5692.6    6062.3    6343.2    8135.6    4947.0        9.0           1.05          9.98          ""           	0.084745
  Berkeley_53       313.975   51.06     90.3      3.762     0.089   605    -3.795    -5.682    0.247   3560.3    3587.9    3623.5    3663.0    3690.6    9107.4    3301.0        9.09          2.56          17.97         ""           	-0.0245825
  Berkeley_54       315.745   40.433    83.076    -4.134    0.033   95     -3.091    -3.254    0.12    6313.1    6467.9    6706.0    6956.0    7134.6    10042.0   4236.0        8.985         0.97          14.28         ""           	-0.129725
  Berkeley_55       319.232   51.762    93.024    1.804     0.031   120    -4.05     -4.618    0.309   2879.0    2910.8    2958.4    3008.4    3042.4    8994.5    1700.0        8.57          0.67          3.23          ""           	-0.01188125
  Berkeley_58       0.063     60.937    116.754   -1.319    0.06    142    -3.498    -1.782    0.282   3166.3    3186.4    3216.5    3244.2    3266.8    10200.1   2700.0        8.47          1.12          13.66         ""           	-0.14751125
  Berkeley_59       0.57      67.441    118.23    5.019     0.137   239    -1.616    -1.764    0.916   1053.8    1055.3    1058.1    1060.5    1062.3    8887.2    1000.0        6.1           0.55          6.51          ""           	0.00019
  Berkeley_5        26.928    62.935    129.282   0.759     0.019   31     -1.61     0.764     0.088   7170.7    7684.9    8555.1    9702.1    10651.4   15266.7   6000.0        8.83          1.75          12.25         ""           	-0.35
  Berkeley_60       4.44      60.936    118.851   -1.669    0.04    109    -0.682    -0.732    0.236   3689.5    3722.2    3776.6    3827.4    3867.3    10686.0   3299.0        8.4           0.75          10.92         0.07         	-0.202175
  Berkeley_61       12.04     67.199    122.613   4.329     0.024   45     -2.505    -0.014    0.309   2869.9    2903.5    2958.0    3014.7    3054.5    10235.8   2153.0        8.985         1.4           4.24          ""           	-0.1515275
  Berkeley_62       15.309    63.918    124.009   1.066     0.081   115    -2.15     -0.353    0.36    2534.9    2550.1    2572.0    2593.9    2609.1    10008.0   2000.0        7.3           1.3           8.91          ""           	-0.1259
  Berkeley_63       34.858    63.718    132.488   2.491     0.041   56     -0.958    0.203     0.172   4788.2    4862.0    4966.5    5083.3    5163.3    12250.6   3991.0        8.9           1.29          14.29         ""           	-0.35
  Berkeley_65       39.768    60.403    135.848   0.258     0.025   45     -0.7      -0.337    0.444   2068.1    2085.5    2112.1    2138.8    2157.4    9964.6    2501.0        7.2           0.67          8.47          ""           	-0.1210175
  Berkeley_66       46.03     58.731    139.431   0.175     0.054   39     -0.12     -0.191    0.158   4828.7    5029.3    5345.8    5716.3    5986.5    12878.9   7002.0        9.15          2.5           24.06         -0.48        	-0.35
  Berkeley_67       69.472    50.755    154.852   2.481     0.082   163    2.316     -1.374    0.415   2222.3    2234.3    2253.0    2271.7    2286.3    10421.5   2000.0        9.242         0.85          9.55          ""           	-0.17241875
  Berkeley_68       71.053    42.134    162.039   -2.404    0.1     247    2.31      -1.312    0.281   3160.4    3186.4    3222.8    3261.8    3287.8    11446.2   1800.0        9.11          0.66          8.37          ""           	-0.2876975
  Berkeley_69       81.09     32.607    174.442   -1.853    0.038   113    0.806     -1.937    0.259   3374.5    3413.6    3472.2    3530.9    3573.2    11798.9   2799.0        9.01          1.21          17.24         ""           	-0.32737625
  Berkeley_6        27.803    61.061    130.101   -0.976    0.044   79     -0.857    -0.485    0.31    2895.4    2917.1    2949.5    2981.9    3005.7    10485.1   2500.0        8.6           1.47          8.84          ""           	-0.17957375
  Berkeley_70       81.457    41.951    166.865   3.628     0.061   179    0.947     -1.864    0.177   4646.8    4724.3    4849.6    4974.9    5064.5    13099.5   5001.0        9.35          7.0           21.59         -0.32        	-0.35
  Berkeley_71       85.233    32.272    176.631   0.894     0.036   78     0.65      -1.614    0.226   3745.6    3816.2    3930.0    4043.7    4126.1    12264.9   3260.0        9.02          4.38          10.27         ""           	-0.35
  Berkeley_72       87.559    22.247    186.267   -2.564    0.04    71     0.853     -0.261    0.154   4996.4    5177.7    5482.2    5815.8    6062.3    13797.0   3753.0        8.84          3.53          10.03         ""           	-0.35
  Berkeley_73       95.52     -6.321    215.261   -9.393    0.016   51     0.227     1.11      0.128   5370.3    5723.8    6345.4    7137.7    7783.7    13928.8   7881.0        9.15          2.06          17.39         -0.22        	-0.35
  Berkeley_75       102.252   -23.999   234.308   -11.191   0.032   49     -0.264    1.088     0.088   7558.0    7917.5    8510.8    9212.0    9751.4    14849.6   6273.0        9.3           2.63          25.63         -0.22        	-0.35
  Berkeley_76       106.672   -11.735   225.102   -1.994    0.052   52     -0.58     1.4       0.218   3773.6    3874.7    4043.3    4228.7    4353.4    11552.4   2360.0        8.87          1.7           10.36         ""           	-0.299645
  Berkeley_77       110.362   -3.234    219.253   5.181     0.028   67     -1.001    -0.113    0.257   3335.5    3400.2    3497.2    3600.1    3670.6    11254.9   4699.0        8.835         1.78          24.63         ""           	-0.26617625
  Berkeley_78       110.913   5.37      211.788   9.603     0.038   126    -0.071    -1.24     0.187   4445.3    4522.6    4641.1    4764.7    4847.1    12464.9   4670.0        9.45          2.27          20.6          ""           	-0.35
  Berkeley_7        28.546    62.366    130.136   0.375     0.045   108    -0.993    -0.13     0.337   2689.2    2708.1    2733.2    2760.4    2779.2    10315.6   2600.0        7.25          0.72          6.85          ""           	-0.160505
  Berkeley_80       283.591   -1.214    32.185    -1.204    0.037   86     -0.755    -2.667    0.39    2333.6    2355.7    2388.9    2423.5    2447.1    6445.4    1791.0        8.35          1.9           6.19          0.0          	0.1
  Berkeley_81       285.419   -0.454    33.695    -2.485    0.044   171    -1.204    -1.853    0.254   3418.3    3464.7    3534.3    3607.2    3660.2    5746.4    3401.0        9.0           1.28          14.27         -0.15        	0.1
  Berkeley_82       287.845   13.111    46.852    1.611     0.022   27     0.178     -3.168    0.708   1338.4    1345.4    1356.1    1366.8    1374.3    7478.6    1125.0        8.06          1.24          6.86          ""           	0.1
  Berkeley_83       300.356   28.645    66.095    -0.93     0.013   38     -2.604    -4.692    0.092   7020.7    7458.5    8258.5    9239.7    10009.5   9051.4    7837.0        8.685         2.15          24.34         0.0          	-0.0182825
  Berkeley_85       304.692   37.744    75.697    0.997     0.057   383    -2.94     -4.677    0.22    3967.8    3988.6    4017.8    4051.1    4071.9    8315.0    1760.0        9.065         0.78          18.54         ""           	0.0645625
  Berkeley_86       305.084   38.688    76.65     1.276     0.07    31     -3.447    -5.402    0.558   1681.4    1690.4    1703.1    1715.9    1724.9    8117.7    1653.0        6.8           0.71          4.4           ""           	0.08675875
  Berkeley_87       305.396   37.433    75.756    0.361     0.093   131    -3.654    -6.264    0.573   1650.3    1654.7    1661.3    1667.8    1672.9    8093.0    1239.0        7.1           1.25          6.28          ""           	0.0895375
